edad,GENERO,ESTRATO,NOMBRE_PROGRAMA,NOMBRE_FACULTAD,tipo_desercion
22,M,1,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,C
24,F,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
26,F,3,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,D
22,M,2,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,CIENCIAS DE LA EDUCACION,B
23,M,3,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,B
28,M,2,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,C
22,M,2,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,C
20,F,1,LICENCIATURA EN INFORMTICA,CIENCIAS DE LA EDUCACION,C
24,F,3,LICENCIATURA EN INFORMTICA,CIENCIAS DE LA EDUCACION,B
24,F,1,LICENCIATURA EN INFORMTICA,CIENCIAS DE LA EDUCACION,B
22,M,2,LICENCIATURA EN INFORMTICA,CIENCIAS DE LA EDUCACION,B
24,F,1,ARTES PLSTICAS Y VISUALES,CIENCIAS DE LA EDUCACION,B
22,F,4,ARTES PLSTICAS Y VISUALES,CIENCIAS DE LA EDUCACION,C
29,F,3,ARTES PLSTICAS Y VISUALES,CIENCIAS DE LA EDUCACION,C
30,F,,MAESTRIA EN LINGUISTICA,CIENCIAS DE LA EDUCACION,A
32,F,2,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
34,M,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
22,F,3,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
25,M,1,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
22,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
23,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
29,F,3,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
23,F,1,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
26,F,3,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
26,F,2,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
23,M,3,LICENCIATURA EN EDUCACION BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
57,F,1,PSICOLOGIA,CIENCIAS DE LA SALUD,E
21,M,2,PSICOLOGIA,CIENCIAS DE LA SALUD,C
22,M,1,MEDICINA,CIENCIAS DE LA SALUD,C
25,M,2,ENFERMERIA,CIENCIAS DE LA SALUD,D
25,F,2,ENFERMERIA,CIENCIAS DE LA SALUD,D
21,F,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
20,M,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
24,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
38,F,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
31,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
27,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
30,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
26,M,3,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
24,M,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
24,F,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
22,M,3,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
21,F,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
20,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
35,M,1,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
25,F,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
28,F,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
24,F,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
25,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
24,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
25,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
35,M,2,ADMINISTRACION DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
23,F,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
32,F,3,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
37,F,,MAESTRA EN FINANZAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,A
45,M,,MAESTRA EN FINANZAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
26,F,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
22,M,1,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
23,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,B
27,F,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
39,M,,ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD,ESTUDIOS A DISTANCIA,A
35,M,,ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD,ESTUDIOS A DISTANCIA,A
38,F,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
27,F,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
41,M,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
28,F,,ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA,ESTUDIOS A DISTANCIA,A
39,M,,ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA,ESTUDIOS A DISTANCIA,A
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
21,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
24,M,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
53,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
20,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
27,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
28,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
21,F,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
32,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
24,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
22,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
38,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
30,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
34,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
21,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
20,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
25,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
28,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
24,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
22,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
34,F,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
24,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
22,M,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
30,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
33,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
37,M,1,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
23,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
21,M,1,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
28,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
31,M,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
21,M,1,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,C
22,M,2,TECNOLOGIA EN MAQUINAS Y HERRAMIENTAS,ESTUDIOS A DISTANCIA,B
25,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
31,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,E
22,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
24,M,,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
43,M,4,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
37,F,2,TECNOLOGIA  EN GESTION AGROINDUSTRIAL,ESTUDIOS A DISTANCIA,E
30,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
27,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
21,M,3,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
29,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
38,M,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
23,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
21,F,3,TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
22,M,1,TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
31,M,2,TECNOLOGIA DE  PROGRAMACION DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
19,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,C
26,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,C
21,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,B
21,M,1,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,D
29,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
29,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
45,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
22,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
21,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
25,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
35,F,2,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,E
31,F,3,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,D
36,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
36,M,3,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
21,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
28,M,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
44,M,3,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
23,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
32,F,3,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
24,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
32,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
26,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
24,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
22,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
35,M,2,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
36,M,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
29,F,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
27,F,1,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
33,F,1,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
34,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
23,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
30,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
29,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
27,F,1,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,E
27,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
37,F,3,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
22,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
24,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
23,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
42,M,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
37,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
31,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
26,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
44,F,3,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
31,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
36,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
39,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
30,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
35,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
32,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
22,F,3,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
31,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
22,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
26,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
25,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
25,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
27,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
24,F,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
32,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
23,M,1,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
27,M,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
22,F,2,TECNICA PROFESIONAL  EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
29,F,2,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
32,F,2,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
24,F,1,TECNOLOGIA EN GESTION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
22,F,2,ADMINISTRACION COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
25,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
24,F,2,TECNOLOGIA EN GESTION ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,D
27,M,2,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,E
28,M,1,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,D
35,M,3,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,B
46,M,2,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,B
23,M,1,INGENIERIA CIVIL,INGENIERIA,D
25,M,1,INGENIERIA CIVIL,INGENIERIA,D
22,M,2,INGENIERIA CIVIL,INGENIERIA,B
22,F,2,INGENIERIA CIVIL,INGENIERIA,C
27,M,2,INGENIERIA CIVIL,INGENIERIA,B
20,F,2,INGENIERIA CIVIL,INGENIERIA,D
25,M,2,INGENIERIA CIVIL,INGENIERIA,E
28,M,1,INGENIERIA CIVIL,INGENIERIA,C
24,M,1,INGENIERIA METALURGICA,INGENIERIA,B
24,M,2,INGENIERIA METALURGICA,INGENIERIA,D
22,M,1,INGENIERIA METALURGICA,INGENIERIA,E
23,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
23,M,1,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
24,F,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
22,M,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,B
24,M,1,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
21,F,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
30,F,2,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,D
24,M,3,INGENIERIA DE TRANSPORTE Y VIAS,INGENIERIA,C
21,M,1,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
22,M,3,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
20,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
21,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
24,F,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
23,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
25,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
26,M,3,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
28,M,3,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
22,M,2,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
24,M,1,INGENIERIA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
26,F,3,INGENIERIA AMBIENTAL,INGENIERIA,B
23,M,1,INGENIERIA AMBIENTAL,INGENIERIA,B
22,M,1,INGENIERIA AMBIENTAL,INGENIERIA,C
26,M,2,ARQUITECTURA,INGENIERIA,B
30,M,2,ARQUITECTURA,INGENIERIA,B
30,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
28,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
29,F,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
30,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
35,F,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
33,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
32,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
47,M,,ESPECIALIZACION EN ESTRUCTURAS,INGENIERIA,A
37,F,,ESPECIALIZACION EN TRANSITO Y TRANSPORTE,INGENIERIA,A
29,M,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
30,F,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
37,M,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
31,M,,ESPECIALIZACION EN GEOTECNIA,INGENIERIA,A
31,M,,MAESTRIA EN METALURGIA Y CIENCIAS DE LOS MATERIALES,INGENIERIA,A
34,M,,MAESTRIA EN METALURGIA Y CIENCIAS DE LOS MATERIALES,INGENIERIA,A
22,F,2,TECNICO PROFESIONAL EN PRODUCCION Y TRANSFORMACION DEL ACERO,INGENIERIA,C
22,M,1,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
24,F,2,ADMINISTRACION DE EMPRESAS,SECCIONAL CHIQUINQUIRA,C
27,F,3,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
29,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,E
24,F,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,D
23,M,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,C
25,M,2,CONTADURIA PUBLICA,SECCIONAL CHIQUINQUIRA,D
21,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,C
23,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,E
24,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,D
21,M,1,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,C
27,M,2,LICENCIATURA EN TECNOLOGIA,SECCIONAL DUITAMA,D
21,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,D
22,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,C
29,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,E
24,F,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,B
20,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,B
23,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,B
29,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,D
25,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,B
26,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,C
22,M,2,INGENIERIA ELECTROMECANICA,SECCIONAL DUITAMA,D
29,M,1,ADMINISTRACION TURISTICA Y HOTELERA,SECCIONAL DUITAMA,D
26,M,1,ADMINISTRACION TURISTICA Y HOTELERA,SECCIONAL DUITAMA,D
23,F,2,ADMINISTRACION TURISTICA Y HOTELERA,SECCIONAL DUITAMA,D
24,F,3,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,SECCIONAL DUITAMA,C
24,F,2,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,SECCIONAL DUITAMA,C
22,M,2,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,SECCIONAL DUITAMA,C
21,M,2,ADMINISTRACION INDUSTRIAL,SECCIONAL DUITAMA,C
23,M,2,ADMINISTRACION INDUSTRIAL,SECCIONAL DUITAMA,B
29,M,2,DISEO INDUSTRIAL,SECCIONAL DUITAMA,C
